username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Gloss80;2016-05-05 07:07;7;8;"Londoners the time has come! Let's vote for hope over fear and unity over division! I've already voted by post for @SadiqKhan #ReadyForKhan";;@SadiqKhan;#ReadyForKhan;"727998110904029185";https://twitter.com/Gloss80/status/727998110904029185
CllrUsmanAhmed;2016-05-05 07:59;0;0;"To all those Londoners wanting a mayor for all who stand up for them now's the time to come home, come home to Labour and vote @SadiqKhan";;@SadiqKhan;;"728011293651812352";https://twitter.com/CllrUsmanAhmed/status/728011293651812352
abbeylinegold;2016-05-05 07:59;0;2;"@SadiqKhan This is a scurrilous accusation levelled at you by the cretin @georgegalloway https:// twitter.com/georgegalloway /status/727983569709219841 …";;@SadiqKhan @georgegalloway;;"728011239931138052";https://twitter.com/abbeylinegold/status/728011239931138052
Glenndalmas;2016-05-05 07:59;0;0;"@SadiqKhan @JohnEdwards33 @eddieizzard @missmcollins @JessieWare @richardosman @OwenJones84 @ChukaUmunna @fionatwycross deluded not a chance";;@SadiqKhan @JohnEdwards33 @eddieizzard @missmcollins @JessieWare @richardosman @OwenJones84 @ChukaUmunna @fionatwycross;;"728011118774501376";https://twitter.com/Glenndalmas/status/728011118774501376
Pak_reuters;2016-05-05 07:59;0;0;"Sadiq Khan nears winning London mayoral polls http:// bit.ly/1rVTa1b | etribune, Business";;;;"728011106665435136";https://twitter.com/Pak_reuters/status/728011106665435136
R_A_1N_B0W_DAHS;2016-05-05 07:59;1;0;"@Ed_Miliband @SadiqKhan LOL ED";;@Ed_Miliband @SadiqKhan;;"728011078957961216";https://twitter.com/R_A_1N_B0W_DAHS/status/728011078957961216
joglasg;2016-05-05 07:58;0;0;"@KateProctorYP 2. Re Sadiq Khan - it's important to be balanced and remind your readers that Gani is actually a Conservative supporter?";;@KateProctorYP;;"728010959151828992";https://twitter.com/joglasg/status/728010959151828992
PeterDavidKirby;2016-05-05 07:58;0;1;"@cina___ @UKLabour @SadiqKhan @jeremycorbyn I wish i got a vote as id be voting Sadiq as well! Unfortunately i live 30 miles too north...";;@cina___ @UKLabour @SadiqKhan @jeremycorbyn;;"728010923693223937";https://twitter.com/PeterDavidKirby/status/728010923693223937
SarahJaneMorri3;2016-05-05 07:58;0;0;"Electing Sadiq Khan as mayor of London would be the terrorists’ worst nightmare | Yasmin... http:// fb.me/7qGMwAQ5q";;;;"728010832584511488";https://twitter.com/SarahJaneMorri3/status/728010832584511488
GrumpyPete;2016-05-05 07:57;0;0;"@johnprescott @bryanadams @SadiqKhan and I thought you were against extremists";;@johnprescott @bryanadams @SadiqKhan;;"728010777399988224";https://twitter.com/GrumpyPete/status/728010777399988224
RobertMHill;2016-05-05 07:56;0;1;"And the very best of luck to @SadiqKhan & @FloEshalomi and not forgetting @labour in the London elections.";;@SadiqKhan @FloEshalomi @labour;;"728010564723736576";https://twitter.com/RobertMHill/status/728010564723736576
MichaelRogerz;2016-05-05 07:56;1;0;"@sadiqkhan Good luck Sadiq. Your campaign has been well planned. Not a Labour man or Londoner but you seem right for the job. Good luck.";;@sadiqkhan;;"728010357285982208";https://twitter.com/MichaelRogerz/status/728010357285982208
UJReview;2016-05-05 07:56;0;0;"Sadiq Khan : Sorry for calling #moderateMuslims #UncleToms http:// ujreview.com/?p=59217";;;#moderateMuslims #UncleToms;"728010349975212032";https://twitter.com/UJReview/status/728010349975212032
DJ_Matt_Black;2016-05-05 07:55;0;0;"@prodnose @SadiqKhan id rather have voted for Bricktop";;@prodnose @SadiqKhan;;"728010311710720000";https://twitter.com/DJ_Matt_Black/status/728010311710720000
InquisitionNews;2016-05-05 07:55;0;0;"Londoners Could Elect City's First Muslim Mayor: London may elect it's first Muslim mayor, Sadiq Khan , ... http:// n.pr/24selsE (NPR)";;;;"728010227082141696";https://twitter.com/InquisitionNews/status/728010227082141696
WalterSobchak52;2016-05-05 07:55;0;0;"@abcnews @SadiqKhan makes sense. Muslims there are basically the majority anyway. The only white in London are tourists these days.";;@abcnews @SadiqKhan;;"728010217846280192";https://twitter.com/WalterSobchak52/status/728010217846280192
TODAYonline;2016-05-05 07:55;10;8;"#London set for first Muslim mayor, #SadiqKhan , who hopes to unite city http:// tdy.sg/1rVMVKJ pic.twitter.com/NF9CHeh1da";;;#London #SadiqKhan;"728010082739363840";https://twitter.com/TODAYonline/status/728010082739363840
shabinaribena89;2016-05-05 07:53;0;0;"My first ever #labourdoorstep was for Sadiq Khan in Tooting a few years ago! Wishing him & all the Labour candidates the best for tomorrow!";;;#labourdoorstep;"728009663011291136";https://twitter.com/shabinaribena89/status/728009663011291136
JrBcnChz;2016-05-05 07:53;0;0;"@MaajidNawaz @SadiqKhan burn, nice";;@MaajidNawaz @SadiqKhan;;"728009645189693441";https://twitter.com/JrBcnChz/status/728009645189693441
LamzatBlog;2016-05-05 07:52;0;0;"E te so ju e fun Sodikeke #SadiqKhan ! #Labour http:// fb.me/4LUlrpxLa";;;#SadiqKhan #Labour;"728009556375314432";https://twitter.com/LamzatBlog/status/728009556375314432
WindsorFellow;2016-05-05 07:52;0;0;"Why I'm voting for @SadiqKhan 3. He gets the big issues facing LDN: appalling transport and a housing shortage; and has plan to tackle them.";;@SadiqKhan;;"728009405220986880";https://twitter.com/WindsorFellow/status/728009405220986880
gonealgonow;2016-05-05 07:51;0;0;"@MaajidNawaz @WSJ @SohrabAhmari is @SadiqKhan Islamist? What does he believe is proper relationship btwn religion & government? @QuilliamF";;@MaajidNawaz @WSJ @SohrabAhmari @SadiqKhan @QuilliamF;;"728009297448173568";https://twitter.com/gonealgonow/status/728009297448173568
shabinaribena89;2016-05-05 07:51;0;0;"My first ever #labourdoorstep was for @SadiqKhan in Tooting a few years ago!Wishing him& all the @UKLabour candidates the best for tomorrow!";;@SadiqKhan @UKLabour;#labourdoorstep;"728009267471654912";https://twitter.com/shabinaribena89/status/728009267471654912
imprensapt;2016-05-05 07:50;0;0;"Quem é o muçulmano que pode suceder a Boris em Londres?: Favorito nas sondagens, trabalhista Sadiq Khan , filh... http:// bit.ly/1UAcjjW";;;;"728008932451487744";https://twitter.com/imprensapt/status/728008932451487744
Adam0mar;2016-05-05 07:50;0;1;"I don't understand why working class minorities are debating whether or not to vote for Sadiq Khan";;;;"728008899555627008";https://twitter.com/Adam0mar/status/728008899555627008
Mizan_Chaudhury;2016-05-05 07:50;1;1;""I have voted Conservative all my life. I will be proudly voting for @SadiqKhan ...when we #Londoners vote.." #PeterOborne - #ReadyForKhan";;@SadiqKhan;#Londoners #PeterOborne #ReadyForKhan;"728008850306174978";https://twitter.com/Mizan_Chaudhury/status/728008850306174978
JohnLoony;2016-05-05 07:48;0;0;"Do not vote for Sadiq Khan";;;;"728008306116186113";https://twitter.com/JohnLoony/status/728008306116186113
oranglaut;2016-05-05 07:47;0;0;"London election: Sadiq Khan looks set be city's first Muslim mayor http://www. abc.net.au/news/2016-05-0 4/london-looks-set-to-elect-first-muslim-mayor/7384980 … via @@abcnews";;@ @abcnews;;"728008276076462080";https://twitter.com/oranglaut/status/728008276076462080
josephafrane;2016-05-05 07:47;0;2;"Leafleting overnight for Sadiq Khan to be crowned as new generation Mayor of London in today's London Mayoral Elect pic.twitter.com/v7pfnz8Zwg";;;;"728008223685496834";https://twitter.com/josephafrane/status/728008223685496834
cwrci;2016-05-05 07:45;0;0;"@SadiqKhan @ChukaUmunna @wesstreeting @eddieizzard @OwenJones84 @CatherineWest1 @RuthCadbury @TulipSiddiq @KateOsamor against EU laws";;@SadiqKhan @ChukaUmunna @wesstreeting @eddieizzard @OwenJones84 @CatherineWest1 @RuthCadbury @TulipSiddiq @KateOsamor;;"728007670838480898";https://twitter.com/cwrci/status/728007670838480898
CllrBambos;2016-05-05 07:45;1;8;"Lower Edmonton committee room set. Now bring it on! #ReadyForKhan #YesWeKhan @SadiqKhan @LabourInEnfield pic.twitter.com/G3jgo3J5Zx";;@SadiqKhan @LabourInEnfield;#ReadyForKhan #YesWeKhan;"728007620196487169";https://twitter.com/CllrBambos/status/728007620196487169
no2dicktater;2016-05-05 07:44;0;0;"I don't live in London but advocate you all vote for @SadiqKhan to make it a better place for all not just the rich. https:// twitter.com/SadiqKhan/stat us/716988173851557889 …";;@SadiqKhan;;"728007399429255168";https://twitter.com/no2dicktater/status/728007399429255168
belizemarc;2016-05-05 07:44;0;0;"@DaveWMac @JoannieCo @SadiqKhan nobody who's religion comes first before the job they intend to take should be in a position of power .";;@DaveWMac @JoannieCo @SadiqKhan;;"728007395612471296";https://twitter.com/belizemarc/status/728007395612471296
basel_mahmood;2016-05-05 07:44;1;0;"@Wassif_rehman cuz i dont like sadiq khan lol and cool ur not allowed to vote now or i will have to too, then we wont cancel each other out";;@Wassif_rehman;;"728007350930558979";https://twitter.com/basel_mahmood/status/728007350930558979
deletedbyMPs;2016-05-05 07:43;0;0;"DT Steve Reed: RT Sadiq Khan MP: I’ve just launched my official campaign video - I’ll be a Mayor f... http:// pltw.ps/_N8l0rwN";;;;"728007224497479681";https://twitter.com/deletedbyMPs/status/728007224497479681
Nada3101;2016-05-05 07:43;0;0;"Today I vote Sadiq khan mayor for all londoners. JOIN ME";;;;"728007159045345280";https://twitter.com/Nada3101/status/728007159045345280
kaesmth;2016-05-05 07:42;0;1;"Sadiq Khan has to be the most boring mayoral candidate the left has ever critically supported.";;;;"728006907475206145";https://twitter.com/kaesmth/status/728006907475206145
MichaelRogerz;2016-05-05 07:41;0;0;"Not a Labour supporter at all but Sadiq Khan 's mayoral campaign has been well done. He speaks really well. Big job ahead.";;;;"728006673474965505";https://twitter.com/MichaelRogerz/status/728006673474965505
nochalbestiny;2016-05-05 07:41;0;0;"@niallboylan4fm Katie Hopkins vows to streak naked 'with sausage up bum' if Sadiq Khan becomes mayor ... will you be getting her on Boyler";;@niallboylan4fm;;"728006606709993472";https://twitter.com/nochalbestiny/status/728006606709993472
CarlKhoueiri;2016-05-05 07:41;0;0;"@MaajidNawaz @WSJ @SohrabAhmari @SadiqKhan @QuilliamF exactly my point #notmuslimenough https:// twitter.com/carlkhoueiri/s tatus/727968785106411520 …";;@MaajidNawaz @WSJ @SohrabAhmari @SadiqKhan @QuilliamF;#notmuslimenough;"728006585985937408";https://twitter.com/CarlKhoueiri/status/728006585985937408
UKpolicywatch;2016-05-05 07:41;0;0;"Let's hope that Sadiq Khan and the many other Labour candidates standing for election tomorrow are not harmed by the events of the last week";;;;"728006564465016832";https://twitter.com/UKpolicywatch/status/728006564465016832
asanza2420;2016-05-05 07:40;0;0;"@Muqadaam @SadiqKhan @georgegalloway then Khan should be DEFEATED!";;@Muqadaam @SadiqKhan @georgegalloway;;"728006405098225665";https://twitter.com/asanza2420/status/728006405098225665
iain_mk2;2016-05-05 07:39;0;0;"You can watch the self styled unbiased James O'Brien;) give @SadiqKhan the easy ride he asked for, about Uncle Toms. https:// youtu.be/csRqAgSOQCM?t= 5m4s …";;@SadiqKhan;;"728006216677462016";https://twitter.com/iain_mk2/status/728006216677462016
goresucks;2016-05-05 07:38;0;0;"I will be voting for @SadiqKhan today. I hope that the majority of Londoners will do the same. Our great city deserves a @UKLabour Mayor.";;@SadiqKhan @UKLabour;;"728005820391247873";https://twitter.com/goresucks/status/728005820391247873
NihariFan;2016-05-05 07:38;0;1;"@umairjav @SadiqKhan @Mandy4Labour inshallah this will force Tories to claw back commonwealth voting rights";;@umairjav @SadiqKhan @Mandy4Labour;;"728005800371834880";https://twitter.com/NihariFan/status/728005800371834880
karthic180;2016-05-05 07:36;0;0;"#VoteLabour tomorrow #LondonMayor2016 #LondonVotes #SadiqKhan";;;#VoteLabour #LondonMayor2016 #LondonVotes #SadiqKhan;"728005417649967104";https://twitter.com/karthic180/status/728005417649967104
capnjazzyjeff;2016-05-05 07:35;0;3;"Hey @SadiqKhan , really hope you're the next mayor of London. Would be great if you could sort out the bus stop that crashed into my garden";;@SadiqKhan;;"728005241027842048";https://twitter.com/capnjazzyjeff/status/728005241027842048
teegee217;2016-05-05 07:35;0;0;"@wesstreeting @CityPolice @metpoliceuk @theousherwood @tom_watson @SadiqKhan @ValShawcross @jeremycorbyn https:// twitter.com/TootlestheTaxi /status/727979933973282817 …";;@wesstreeting @CityPolice @metpoliceuk @theousherwood @tom_watson @SadiqKhan @ValShawcross @jeremycorbyn;;"728005235214553088";https://twitter.com/teegee217/status/728005235214553088
karentriggs;2016-05-05 07:35;12;5;"Sadiq Khan is selling way ahead in Crouch End @dunnsbakery London mayoral cupcake election https:// twitter.com/perayahmet/sta tus/727857096214056961 …";;@dunnsbakery;;"728005226305826817";https://twitter.com/karentriggs/status/728005226305826817
laweenatroshi;2016-05-05 07:35;1;5;"Less than 24 hours to go, let's make @SadiqKhan Mayor of London Can we do it? #YesWeKhan #TeamKhan #ReadyForKhan pic.twitter.com/PCZQ4TQFFI";;@SadiqKhan;#YesWeKhan #TeamKhan #ReadyForKhan;"728005184643829760";https://twitter.com/laweenatroshi/status/728005184643829760
Andrew_Campling;2016-05-05 07:35;0;0;"And business-grade connectivity at speeds of 10Gbps and higher can be ordered for any premises in the borough @JaneEllison @SadiqKhan";;@JaneEllison @SadiqKhan;;"728005063713624064";https://twitter.com/Andrew_Campling/status/728005063713624064
CarlKhoueiri;2016-05-05 07:34;0;0;"London the new Molenbeek? 7/7 victims let down ? Can Mayor Sadiq Khan handle Gov't without an Islamophobia impasse? http://www. telegraph.co.uk/news/politics/ conservative/12179596/Sadiq-Khan-is-unfit-to-be-London-Mayor-Tory-cabinet-minister-says-in-heated-attack.html …";;;;"728004814907559936";https://twitter.com/CarlKhoueiri/status/728004814907559936
RomanPetrlik;2016-05-05 07:33;0;0;"Příštím starostou Londýna se zřejmě stane Sadiq Khan . Máme se bát? http:// zivotvenku.com/2016/05/05/pri stim-starostou-londyna-se-zrejme-stane-sadiq-khan-mame-se-bat/ … pic.twitter.com/SN6H0qRqAH";;;;"728004650264231937";https://twitter.com/RomanPetrlik/status/728004650264231937
C8lin_mb;2016-05-05 07:32;0;3;"Wishing @SadiqKhan all the best! Good luck!";;@SadiqKhan;;"728004302183268352";https://twitter.com/C8lin_mb/status/728004302183268352
Vision365;2016-05-05 07:32;2;1;"Sadiq Khan says 'I'm sorry' after using 'Uncle Toms' slur against moderate Muslims http://www. telegraph.co.uk/news/2016/05/0 4/labour-plunged-into-fresh-race-row-as-london-mayoral-candidate-s/ …";;;;"728004283325550593";https://twitter.com/Vision365/status/728004283325550593
Sidrakhaninfo;2016-05-05 07:31;0;0;"#pakistan Tv Sadiq Khan nears winning London mayoral polls http:// bit.ly/1W8LVPh";;;#pakistan;"728004108360110080";https://twitter.com/Sidrakhaninfo/status/728004108360110080
Andrew_Campling;2016-05-05 07:30;1;0;"Fibre broadband is now accessible at nearly 96% of premises in #Wandsworth , >94% superfast http:// labs.thinkbroadband.com/local/index.ph p?area=E09000032 … @SadiqKhan #FTTC #FTTP";;@SadiqKhan;#Wandsworth #FTTC #FTTP;"728003837924134913";https://twitter.com/Andrew_Campling/status/728003837924134913
twoclownseating;2016-05-05 07:28;0;0;"@prodnose @SadiqKhan agree with your point Dan but have you taken a bus/tube recently? Cockney accent is a novelty in London now.";;@prodnose @SadiqKhan;;"728003480590426113";https://twitter.com/twoclownseating/status/728003480590426113
Ashetey;2016-05-05 07:28;0;0;"5 May is Election Day, help us get the vote out for @SadiqKhan ! http:// sadiq.london/volunteer #TeamKhan pic.twitter.com/HTEP0sPRC1";;@SadiqKhan;#TeamKhan;"728003309802553348";https://twitter.com/Ashetey/status/728003309802553348
RossSHouston;2016-05-05 07:28;0;0;"Lib Dem and lawyers back Sadiq Khan | Letters http:// gu.com/p/4tnax/stw";;;;"728003307084652550";https://twitter.com/RossSHouston/status/728003307084652550
jomac2005;2016-05-05 07:28;0;0;"@John_Rice__ @georgegalloway I like you, George, but you've got no chance. Sadiq Khan is going to win by a majority.";;@John_Rice__ @georgegalloway;;"728003277544144897";https://twitter.com/jomac2005/status/728003277544144897
penalot;2016-05-05 07:27;0;0;"@SadiqKhan Tomorrow's election is crucial. Don't vote for Sadiq Khan !";;@SadiqKhan;;"728003266873831425";https://twitter.com/penalot/status/728003266873831425
JoshNeicho;2016-05-05 07:26;0;2;""If @SadiqKhan takes 1000s from property developers" where does that leave working class voters? @Aminaminky https://www. acast.com/littleatoms/lo ndonelectionspecial-2-youth-diversityandequality …";;@SadiqKhan @Aminaminky;;"728003013529440256";https://twitter.com/JoshNeicho/status/728003013529440256
kiyani133;2016-05-05 07:26;0;0;"This is what Rangers doing in Karachi with support of @David_Cameron @KingSalman @EU_Commission @UN @SadiqKhan @usa https:// twitter.com/Majid_Agha/sta tus/727732923923861505 …";;@David_Cameron @KingSalman @EU_Commission @UN @SadiqKhan @usa;;"728002963491409921";https://twitter.com/kiyani133/status/728002963491409921
sultandosamba;2016-05-05 07:26;0;0;"Sadiq Khan helped pave the way for Labour’s hard-left turn on Islamism and terror. http:// on.wsj.com/1Y8IaaA via @WSJ";;@WSJ;;"728002954830155776";https://twitter.com/sultandosamba/status/728002954830155776
TootlestheTaxi;2016-05-05 07:25;2;0;"@jeremycorbyn https://www. icloud.com/pages/000sKPC9 78a5rNTnubjv9jx5Q#Daniels_for_U%CC%88ber-U%CC%88ber_4_Daniels%21 … Will @SadiqKhan clean up @TfLTPH if he gets elected? @TaxisUnite @UniteCabSection @ValShawcross";;@jeremycorbyn @SadiqKhan @TfLTPH @TaxisUnite @UniteCabSection @ValShawcross;#Daniels_for_U;"728002643055026177";https://twitter.com/TootlestheTaxi/status/728002643055026177
miroirdufou;2016-05-05 07:25;2;0;"Excellent overview of election from @VoleOSpeed http://www. voleospeed.co.uk/2016/05/a-cros sroads.html?spref=tw … conclusion? Vote 1) @sianberry 2) @SadiqKhan and #votegreenonorange";;@VoleOSpeed @sianberry @SadiqKhan;#votegreenonorange;"728002630631436289";https://twitter.com/miroirdufou/status/728002630631436289
JamesDyer13;2016-05-05 07:25;0;0;"@marwilk @PlebLand @jeremycorbyn @SadiqKhan @UKLabour @David_Cameron https://www. youtube.com/watch?v=0YBumQ HPAeU …";;@marwilk @PlebLand @jeremycorbyn @SadiqKhan @UKLabour @David_Cameron;;"728002597911732224";https://twitter.com/JamesDyer13/status/728002597911732224
charlottes1993;2016-05-05 07:24;0;1;"dear Londoners, @georgegalloway is a joke, please do not vote for him. Instead, vote for the gracious @SadiqKhan";;@georgegalloway @SadiqKhan;;"728002474888593409";https://twitter.com/charlottes1993/status/728002474888593409
4ofour;2016-05-05 07:24;0;0;"Sadiq Khan says 'I'm sorry' after using ' #UncleToms ' slur against #moderateMuslims | via @telegraphnews http://www. telegraph.co.uk/news/2016/05/0 4/labour-plunged-into-fresh-race-row-as-london-mayoral-candidate-s/ … #ukpoli";;@telegraphnews;#UncleToms #moderateMuslims #ukpoli;"728002374506315776";https://twitter.com/4ofour/status/728002374506315776
Acuitis;2016-05-05 07:23;0;0;"@MaajidNawaz it may have to be with your method. Sadiq Khan may prove more relevant in reforming Muslims.";;@MaajidNawaz;;"728002263806054400";https://twitter.com/Acuitis/status/728002263806054400
MyFreedomNews;2016-05-05 07:23;0;0;"London will be less safe if Sadiq Khan is elected Mayor http:// my.telegraph.co.uk/abdulmuhd/amuh d/2470/london-will-be-less-safe-is-sadie-khan-is-elected-mayor/ …";;;;"728002043886116867";https://twitter.com/MyFreedomNews/status/728002043886116867
hassanfourteen;2016-05-05 07:22;0;0;"@ahmedgokal @SadiqKhan Did he really make anti-hijab comments? Forgive my ignorance.";;@ahmedgokal @SadiqKhan;;"728001789564469249";https://twitter.com/hassanfourteen/status/728001789564469249
JohnFisher55;2016-05-05 07:22;0;0;"Sadiq Khan : The bus driver&#39;s son hoping to stop at City Hall - http:// bit.ly/1TntP5O";;;#39;"728001787421040641";https://twitter.com/JohnFisher55/status/728001787421040641
JohnPace88;2016-05-05 07:22;0;0;"Sadiq Khan : The bus driver&#39;s son hoping to stop at City Hall - http:// bit.ly/1TntP5O";;;#39;"728001785558798336";https://twitter.com/JohnPace88/status/728001785558798336
GlenBacklund22;2016-05-05 07:22;0;0;"Sadiq Khan : The bus driver&#39;s son hoping to stop at City Hall - http:// bit.ly/1TntP5O";;;#39;"728001783440642048";https://twitter.com/GlenBacklund22/status/728001783440642048
DanielFreeman22;2016-05-05 07:22;0;0;"Sadiq Khan : The bus driver&#39;s son hoping to stop at City Hall - http:// bit.ly/1TntP5O";;;#39;"728001781687406592";https://twitter.com/DanielFreeman22/status/728001781687406592
LucioRoth88;2016-05-05 07:22;0;0;"Sadiq Khan : The bus driver&#39;s son hoping to stop at City Hall - http:// bit.ly/1TntP5O";;;#39;"728001780231983104";https://twitter.com/LucioRoth88/status/728001780231983104
ayeshaijazkhan;2016-05-05 07:22;0;3;"By the time they got to Maida Vale it was Michael Jackson's 'Beat It'. Enjoyed the music, but voting #SadiqKhan https:// twitter.com/hammadkhanfilm /status/727900504077029377 …";;;#SadiqKhan;"728001770388066304";https://twitter.com/ayeshaijazkhan/status/728001770388066304
HealthNews13;2016-05-05 07:21;0;0;"#pakistan #health Sadiq Khan nears winning London mayoral polls http:// bit.ly/1W8LVPh";;;#pakistan #health;"728001680478867457";https://twitter.com/HealthNews13/status/728001680478867457
WillBlackWriter;2016-05-05 07:20;21;49;"#AskBoris Will you be giving Sadiq Khan the @MayorofLondon Twitter account? BTW I might move back to London now you are sodding off";;@MayorofLondon;#AskBoris;"728001323526983680";https://twitter.com/WillBlackWriter/status/728001323526983680
sana_amir_ali;2016-05-05 07:20;0;0;"Sadiq Khan nears winning London mayoral polls http:// bit.ly/1W8LVPh";;;;"728001319282184192";https://twitter.com/sana_amir_ali/status/728001319282184192
NewsChannelPK;2016-05-05 07:20;0;0;"Sadiq Khan nears winning London mayoral polls: Two surveys on Wednesday gave Khan a lead of up to 14 points o... http:// ouo.io/jmge5H";;;;"728001310914531329";https://twitter.com/NewsChannelPK/status/728001310914531329
ghww;2016-05-05 07:20;0;1;"For the avoidance of doubt, I will be voting for Sadiq Khan & Labour tomorrow, and I urge you to do the same! pic.twitter.com/Q9g65j4KGy";;;;"728001265968533504";https://twitter.com/ghww/status/728001265968533504
SaveCamdenfrHS2;2016-05-05 07:19;2;1;"A vote for @SadiqKhan is a vote FOR #HS2 #Camden #Euston #PrimroseHill #mayoralelection http:// onthehill.info/the-x-factor-l …";;@SadiqKhan;#HS2 #Camden #Euston #PrimroseHill #mayoralelection;"728001188399087616";https://twitter.com/SaveCamdenfrHS2/status/728001188399087616
BrandEvePK;2016-05-05 07:18;0;0;"Sadiq Khan nears winning London mayoral polls http:// ift.tt/1X9kjt5 #FurorePK #Pakistan";;;#FurorePK #Pakistan;"728000987408011265";https://twitter.com/BrandEvePK/status/728000987408011265
hassanfourteen;2016-05-05 07:18;0;0;"@ahmedgokal @SadiqKhan Strategic voting? Lesser of two evils?";;@ahmedgokal @SadiqKhan;;"728000970840543232";https://twitter.com/hassanfourteen/status/728000970840543232
JeSuis4Peace;2016-05-05 07:17;0;0;"This @SadiqKhan is another Maajid Nawaz, all about Money & Prestige, nothing for HUMANITY #MayorofLondon #Galloway https:// twitter.com/georgegalloway /status/727987527941033987 …";;@SadiqKhan;#MayorofLondon #Galloway;"728000585509830656";https://twitter.com/JeSuis4Peace/status/728000585509830656
hassanfourteen;2016-05-05 07:17;0;0;"@ahmedgokal @SadiqKhan I would be grateful if you attempt to convince me. I've been out of the political sphere for a while.";;@ahmedgokal @SadiqKhan;;"728000577771347969";https://twitter.com/hassanfourteen/status/728000577771347969
TimWThornton;2016-05-05 07:15;1;0;"Yay voting tomorrow. @SadiqKhan @UKLabourIN @UKLabour #Sadiq4Mayor #SadiqKhan #dontbackzac #LondonMayor2016";;@SadiqKhan @UKLabourIN @UKLabour;#Sadiq4Mayor #SadiqKhan #dontbackzac #LondonMayor2016;"728000237554511872";https://twitter.com/TimWThornton/status/728000237554511872
SnowCherie;2016-05-05 07:15;0;0;"@bertiecarvel @SadiqKhan pic.twitter.com/sdZtuwIbMR";;@bertiecarvel @SadiqKhan;;"728000144143228929";https://twitter.com/SnowCherie/status/728000144143228929
MdhmMary;2016-05-05 07:15;0;0;"Sadiq Khan says 'I'm sorry' after using 'Uncle Toms' slur against moderate Muslims | via @telegraphnews http://www. telegraph.co.uk/news/2016/05/0 4/labour-plunged-into-fresh-race-row-as-london-mayoral-candidate-s/ …";;@telegraphnews;;"728000127194046464";https://twitter.com/MdhmMary/status/728000127194046464
YaqubHanif;2016-05-05 07:15;7;7;"#VoteLabour #VoteLabour @UKLabour @OllyMartins @SadiqKhan @shah_arooj pic.twitter.com/8YLjsCBo0a";;@UKLabour @OllyMartins @SadiqKhan @shah_arooj;#VoteLabour #VoteLabour;"728000091269763074";https://twitter.com/YaqubHanif/status/728000091269763074
query523;2016-05-05 07:15;0;0;"@MaajidNawaz @WSJ @SohrabAhmari @SadiqKhan @QuilliamF They called MLK an Uncle Tom. You are in good company.";;@MaajidNawaz @WSJ @SohrabAhmari @SadiqKhan @QuilliamF;;"728000083636031488";https://twitter.com/query523/status/728000083636031488
YASSINO_2016;2016-05-05 07:15;0;1;"@THIRDTIMETRYING @MaajidNawaz @SadiqKhan what drama queen";;@THIRDTIMETRYING @MaajidNawaz @SadiqKhan;;"728000065357422592";https://twitter.com/YASSINO_2016/status/728000065357422592
marwilk;2016-05-05 07:14;0;0;"@JamesDyer13 @PlebLand @jeremycorbyn @SadiqKhan @UKLabour @David_Cameron Love it! Dodge the point by deflecting to a #NonPoint";;@JamesDyer13 @PlebLand @jeremycorbyn @SadiqKhan @UKLabour @David_Cameron;#NonPoint;"727999947686219776";https://twitter.com/marwilk/status/727999947686219776
rmltpie;2016-05-05 07:14;0;0;"@MaajidNawaz It took you 7 yrs to discover this & u make it an issue on eve of election. @WSJ @SohrabAhmari @SadiqKhan @QuilliamF";;@MaajidNawaz @WSJ @SohrabAhmari @SadiqKhan @QuilliamF;;"727999824440741889";https://twitter.com/rmltpie/status/727999824440741889
TonyGodden01;2016-05-05 07:13;0;0;"@prodnose @SadiqKhan You're a champagne socialist Daniel. Finally your true colours are revealed.";;@prodnose @SadiqKhan;;"727999681679269888";https://twitter.com/TonyGodden01/status/727999681679269888
OnlyAleem;2016-05-05 07:12;0;1;"@Fereeha with due respect what is our interest for London's Mayor? @SadiqKhan";;@Fereeha @SadiqKhan;;"727999484320464897";https://twitter.com/OnlyAleem/status/727999484320464897
QuilliamF;2016-05-05 07:12;6;3;". @WSJ column by @SohrabAhmari on @SadiqKhan & smearing @QuilliamF for being #NotMuslimEnough http://www. wsj.com/articles/labou rs-radical-moderate-1462383144 … pic.twitter.com/ifMZI0STmB";;@WSJ @SohrabAhmari @SadiqKhan @QuilliamF;#NotMuslimEnough;"727999476107988992";https://twitter.com/QuilliamF/status/727999476107988992
Indignant_acorn;2016-05-05 07:12;0;0;"@tom_watson @ivanwhite48 @SadiqKhan How does Jeremy cope with the plotters the media & Tories, where some would buckle #JeremyTheLionHeart .";;@tom_watson @ivanwhite48 @SadiqKhan;#JeremyTheLionHeart;"727999292548493312";https://twitter.com/Indignant_acorn/status/727999292548493312
dsmith201175;2016-05-05 07:12;0;0;"@SadiqKhan @NadiaShireen No way!";;@SadiqKhan @NadiaShireen;;"727999265377759233";https://twitter.com/dsmith201175/status/727999265377759233
penbob101;2016-05-05 07:11;0;0;"@AmyMek @WV4TRUMP1 @SadiqKhan Where did our Brits go?";;@AmyMek @WV4TRUMP1 @SadiqKhan;;"727999173518200838";https://twitter.com/penbob101/status/727999173518200838
